tick,pop_size,n_incarcerated,n_current_smokers,n_AUD,n_alcohol_abstainers,n_exits,n_entries
2431,5000,8,703,266,416,0,0
2432,5000,8,708,262,418,0,0
2433,5000,8,717,259,406,0,0
2434,5000,8,720,262,405,0,0
2435,5000,8,712,256,404,0,0
2436,5000,8,699,257,406,0,0
2437,5000,8,682,262,402,0,0
2438,5000,8,685,263,397,0,0
2439,5000,8,695,263,404,0,0
2440,5000,8,692,271,404,0,0
2441,5000,8,699,272,408,0,0
2442,5000,8,703,275,407,0,0
2443,5000,8,694,279,405,0,0
2444,5000,8,703,276,404,0,0
2445,5000,8,697,275,411,0,0
2446,5000,8,693,277,411,0,0
2447,5000,8,698,280,400,0,0
2448,5000,8,708,282,395,0,0
2449,5000,7,715,276,395,0,0
2450,5000,7,730,276,399,0,0
2451,5000,7,714,276,399,0,0
2452,5000,7,716,279,400,0,0
2453,5000,7,721,273,400,0,0
2454,5000,7,735,272,400,0,0
2455,5000,7,736,272,403,0,0
2456,5000,7,729,276,403,0,0
2457,5000,7,722,276,405,0,0
2458,5000,7,710,275,414,0,0
2459,5000,7,713,269,403,0,0
2460,5000,7,724,269,408,0,0
2461,5000,7,723,267,409,0,0
2462,5000,7,720,269,413,0,0
2463,5000,6,720,269,418,0,0
2464,5000,6,710,268,420,0,0
2465,5000,6,712,265,425,0,0
2466,5000,6,712,267,426,0,0
2467,5000,6,705,268,425,0,0
2468,5000,6,698,272,422,0,0
2469,5000,6,686,268,420,0,0
2470,5000,6,689,265,412,0,0
2471,5000,6,701,267,411,0,0
2472,5000,5,704,271,410,0,0
2473,5000,5,696,272,407,0,0
2474,5000,5,696,272,409,0,0
2475,5000,5,696,271,409,0,0
2476,5000,5,695,272,415,0,0
2477,5000,5,677,272,413,0,0
2478,5000,5,676,272,418,0,0
2479,5000,5,670,271,422,0,0
2480,5000,5,666,269,425,0,0
2481,5000,6,663,273,429,0,0
2482,5000,6,671,275,431,0,0
2483,5000,6,667,276,430,0,0
2484,5000,6,663,276,431,0,0
2485,5000,6,661,272,432,0,0
2486,5000,6,649,274,438,0,0
2487,5000,6,650,275,428,0,0
2488,5000,6,641,279,426,0,0
2489,5000,5,637,280,428,0,0
2490,5000,5,633,280,428,0,0
2491,5000,5,645,284,423,0,0
2492,5000,5,653,284,423,0,0
2493,5000,5,641,283,422,0,0
2494,5000,5,643,285,417,0,0
2495,5000,5,639,286,419,0,0
2496,5000,5,649,285,420,0,0
2497,5000,5,654,283,419,0,0
2498,5000,5,648,282,413,0,0
2499,5000,5,650,280,416,0,0
2500,5000,5,650,282,416,0,0
2501,5000,5,648,281,414,0,0
2502,5000,5,649,282,420,0,0
2503,5000,5,634,284,418,0,0
2504,5000,5,623,279,421,0,0
2505,5000,5,636,278,420,0,0
2506,5000,5,638,273,426,0,0
2507,5000,5,633,272,434,0,0
2508,5000,5,615,270,435,0,0
2509,5000,5,627,269,436,0,0
2510,5000,5,628,266,436,0,0
2511,5000,5,629,266,435,0,0
2512,5000,5,630,261,436,0,0
2513,5000,5,636,260,437,0,0
2514,5000,5,625,259,438,0,0
2515,5000,5,622,260,443,0,0
2516,5000,4,623,255,442,0,0
2517,5000,4,622,258,442,0,0
2518,5000,4,631,258,437,0,0
2519,5000,4,629,259,436,0,0
2520,5000,4,636,258,432,0,0
2521,5000,4,646,260,430,0,0
2522,5000,4,648,263,434,0,0
2523,5000,4,651,260,431,0,0
2524,5000,4,649,261,429,0,0
2525,5000,4,656,259,432,0,0
2526,5000,4,653,259,430,0,0
2527,5000,4,663,261,425,0,0
2528,5000,4,668,261,431,0,0
2529,5000,4,671,262,431,0,0
2530,5000,4,695,260,432,0,0
2531,5000,4,703,264,427,0,0
2532,5000,4,695,262,423,0,0
2533,5000,4,701,264,421,0,0
2534,5000,4,698,268,419,0,0
2535,5000,3,697,267,416,0,0
2536,5000,3,691,270,419,0,0
2537,5000,3,699,268,422,0,0
2538,5000,3,710,271,417,0,0
2539,5000,3,700,274,410,0,0
2540,5000,3,702,273,407,0,0
2541,5000,4,697,272,407,0,0
2542,5000,4,682,275,414,0,0
2543,5000,4,676,279,413,0,0
2544,5000,4,679,283,413,0,0
2545,5000,4,683,289,415,0,0
2546,5000,4,686,288,417,0,0
2547,5000,5,694,285,411,0,0
2548,5000,5,688,286,410,0,0
2549,5000,6,685,282,412,0,0
2550,5000,6,685,277,417,0,0
2551,5000,6,686,279,420,0,0
2552,5000,6,693,281,421,0,0
2553,5000,6,688,285,429,0,0
2554,5000,6,676,286,427,0,0
2555,5000,6,675,285,427,0,0
2556,5000,6,682,285,424,0,0
2557,5000,6,669,283,421,0,0
2558,5000,6,680,281,419,0,0
2559,5000,6,682,281,424,0,0
2560,5000,6,680,282,431,0,0
2561,5000,6,676,283,429,0,0
2562,5000,7,675,281,428,0,0
2563,5000,6,672,281,427,0,0
2564,5000,6,665,279,426,0,0
2565,5000,6,665,280,423,0,0
2566,5000,6,671,281,421,0,0
2567,5000,6,670,284,423,0,0
2568,5000,6,691,283,425,0,0
2569,5000,6,689,285,431,0,0
2570,5000,6,685,285,446,0,0
2571,5000,6,686,287,446,0,0
2572,5000,6,685,287,449,0,0
2573,5000,7,695,282,447,0,0
2574,5000,7,690,283,449,0,0
2575,5000,7,687,286,450,0,0
2576,5000,6,688,289,451,0,0
2577,5000,6,692,293,449,0,0
2578,5000,6,677,294,446,0,0
2579,5000,5,675,299,444,0,0
2580,5000,5,679,299,441,0,0
2581,5000,5,679,300,447,0,0
2582,5000,5,680,294,445,0,0
2583,5000,5,683,294,449,0,0
2584,5000,5,680,290,446,0,0
2585,5000,5,657,292,441,0,0
2586,5000,5,660,295,445,0,0
2587,5000,5,675,296,444,0,0
2588,5000,6,676,297,448,0,0
2589,5000,6,685,293,443,0,0
2590,5000,6,680,290,444,0,0
2591,5000,6,681,287,437,0,0
2592,5000,6,688,287,438,0,0
2593,5000,6,690,288,441,0,0
2594,5000,6,674,291,446,0,0
2595,5000,6,675,290,446,0,0
2596,5000,6,674,287,448,0,0
2597,5000,5,671,284,447,0,0
2598,5000,5,680,287,447,0,0
2599,5000,5,678,284,445,0,0
2600,5000,5,697,283,444,0,0
2601,5000,5,697,279,445,0,0
2602,5000,5,690,280,444,0,0
2603,5000,5,681,278,442,0,0
2604,5000,5,689,278,444,0,0
2605,5000,5,698,278,443,0,0
2606,5000,5,703,279,443,0,0
2607,5000,5,701,284,445,0,0
2608,5000,5,714,283,443,0,0
2609,5000,5,711,282,440,0,0
2610,5000,5,703,284,437,0,0
2611,5000,5,702,284,432,0,0
2612,5000,5,691,285,439,0,0
2613,5000,5,698,289,437,0,0
2614,5000,5,694,289,433,0,0
2615,5000,5,701,285,433,0,0
2616,5000,5,705,285,426,0,0
2617,5000,5,703,284,422,0,0
2618,5000,5,704,284,422,0,0
2619,5000,5,693,284,419,0,0
2620,5000,5,697,282,424,0,0
2621,5000,5,711,284,421,0,0
2622,5000,5,703,287,418,0,0
2623,5000,5,710,290,412,0,0
2624,5000,5,710,291,412,0,0
2625,5000,5,703,291,419,0,0
2626,5000,5,691,293,414,0,0
2627,5000,5,683,291,419,0,0
2628,5000,4,687,290,417,0,0
2629,5000,4,682,287,419,0,0
2630,5000,4,681,291,419,0,0
2631,5000,4,691,293,419,0,0
2632,5000,4,690,293,427,0,0
2633,5000,4,686,287,425,0,0
2634,5000,4,677,287,418,0,0
2635,5000,4,679,287,417,0,0
2636,5000,5,683,286,413,0,0
2637,5000,5,688,288,418,0,0
2638,5000,5,689,287,416,0,0
2639,5000,5,686,288,413,0,0
2640,5000,5,694,283,414,0,0
2641,5000,5,699,282,415,0,0
2642,5000,5,698,281,418,0,0
2643,5000,5,692,279,413,0,0
2644,5000,5,691,277,411,0,0
2645,5000,5,684,273,412,0,0
2646,5000,5,679,267,408,0,0
2647,5000,5,679,265,412,0,0
2648,5000,5,682,263,416,0,0
2649,5000,5,679,265,410,0,0
2650,5000,5,684,266,414,0,0
2651,5000,5,695,266,412,0,0
2652,5000,5,684,268,417,0,0
2653,5000,5,685,272,416,0,0
2654,5000,5,696,272,419,0,0
2655,5000,5,700,271,415,0,0
2656,5000,5,711,272,411,0,0
2657,5000,5,713,276,408,0,0
2658,5000,5,717,281,411,0,0
2659,5000,5,717,285,410,0,0
2660,5000,5,719,280,406,0,0
2661,5000,5,714,284,407,0,0
2662,5000,5,702,282,406,0,0
2663,5000,5,701,278,403,0,0
2664,5000,5,705,277,410,0,0
2665,5000,5,707,279,412,0,0
2666,5000,5,706,281,412,0,0
2667,5000,5,708,286,416,0,0
2668,5000,5,701,284,424,0,0
2669,5000,5,688,285,426,0,0
2670,5000,5,685,289,419,0,0
2671,5000,5,678,292,423,0,0
2672,5000,5,690,287,419,0,0
2673,5000,5,692,287,420,0,0
2674,5000,5,696,282,428,0,0
2675,5000,4,697,280,426,0,0
2676,5000,4,695,285,422,0,0
2677,5000,4,700,282,419,0,0
2678,5000,3,700,278,421,0,0
2679,5000,3,695,278,422,0,0
2680,5000,3,687,275,423,0,0
2681,5000,3,695,283,426,0,0
2682,5000,3,685,282,426,0,0
2683,5000,3,688,283,428,0,0
2684,5000,3,678,281,422,0,0
2685,5000,3,671,283,421,0,0
2686,5000,3,674,284,426,0,0
2687,5000,3,685,285,425,0,0
2688,5000,3,672,282,432,0,0
2689,5000,3,680,281,437,0,0
2690,5000,3,679,282,436,0,0
2691,5000,4,686,284,436,0,0
2692,5000,4,676,283,435,0,0
2693,5000,4,677,287,429,0,0
2694,5000,4,668,285,423,0,0
2695,5000,4,663,286,419,0,0
2696,5000,4,655,286,419,0,0
2697,5000,4,656,288,422,0,0
2698,5000,4,655,286,418,0,0
2699,5000,4,656,287,423,0,0
2700,5000,4,665,286,424,0,0
2701,5000,4,658,287,431,0,0
2702,5000,4,669,285,429,0,0
2703,5000,4,665,287,431,0,0
2704,5000,4,662,286,427,0,0
2705,5000,3,670,290,431,0,0
2706,5000,3,673,286,429,0,0
2707,5000,3,681,282,427,0,0
2708,5000,3,697,282,426,0,0
2709,5000,3,689,281,420,0,0
2710,5000,3,682,280,419,0,0
2711,5000,3,679,281,414,0,0
2712,5000,3,676,279,416,0,0
2713,5000,3,680,277,418,0,0
2714,5000,3,678,276,419,0,0
2715,5000,3,684,278,423,0,0
2716,5000,3,678,281,419,0,0
2717,5000,3,681,283,421,0,0
2718,5000,3,683,282,424,0,0
2719,5000,3,693,286,424,0,0
2720,5000,3,690,292,423,0,0
2721,5000,3,685,292,425,0,0
2722,5000,3,689,292,421,0,0
2723,5000,3,696,293,420,0,0
2724,5000,3,698,293,418,0,0
2725,5000,3,703,293,424,0,0
2726,5000,3,719,286,421,0,0
2727,5000,3,713,286,423,0,0
2728,5000,3,710,287,421,0,0
2729,5000,3,716,286,419,0,0
2730,5000,3,708,283,407,0,0
2731,5000,3,728,286,409,0,0
2732,5000,4,727,290,406,0,0
2733,5000,4,716,288,408,0,0
2734,5000,4,718,289,414,0,0
2735,5000,4,707,289,413,0,0
2736,5000,4,703,291,419,0,0
2737,5000,4,701,291,410,0,0
2738,5000,4,707,291,412,0,0
2739,5000,4,709,293,406,0,0
2740,5000,4,704,292,409,0,0
2741,5000,5,701,289,415,0,0
2742,5000,5,701,285,416,0,0
2743,5000,5,704,282,419,0,0
2744,5000,5,697,285,415,0,0
2745,5000,5,692,284,411,0,0
2746,5000,5,699,283,410,0,0
2747,5000,5,705,286,412,0,0
2748,5000,5,700,282,422,0,0
2749,5000,4,696,281,417,0,0
2750,5000,3,693,277,419,0,0
2751,5000,3,683,272,412,0,0
2752,5000,3,683,272,408,0,0
2753,5000,3,694,272,409,0,0
2754,5000,3,690,270,412,0,0
2755,5000,3,678,274,417,0,0
2756,5000,3,677,280,412,0,0
2757,5000,3,670,277,411,0,0
2758,5000,3,659,280,419,0,0
2759,5000,3,671,280,423,0,0
2760,5000,3,660,283,426,0,0
2761,5000,3,651,282,428,0,0
2762,5000,3,653,283,420,0,0
2763,5000,3,659,282,419,0,0
2764,5000,3,660,289,417,0,0
2765,5000,3,659,290,416,0,0
2766,5000,3,664,296,416,0,0
2767,5000,3,666,292,415,0,0
2768,5000,3,663,291,415,0,0
2769,5000,3,664,289,415,0,0
2770,5000,3,661,285,418,0,0
2771,5000,3,657,286,413,0,0
2772,5000,3,644,285,416,0,0
2773,5000,3,654,287,419,0,0
2774,5000,3,648,287,422,0,0
2775,5000,3,658,290,420,0,0
2776,5000,4,667,289,421,0,0
2777,5000,4,656,288,422,0,0
2778,5000,4,664,291,423,0,0
2779,5000,3,673,293,421,0,0
2780,5000,4,678,295,425,0,0
2781,5000,4,690,299,426,0,0
2782,5000,5,694,293,431,0,0
2783,5000,5,693,287,427,0,0
2784,5000,5,692,283,425,0,0
2785,5000,6,692,287,432,0,0
2786,5000,6,699,291,434,0,0
2787,5000,6,707,294,433,0,0
2788,5000,6,700,294,430,0,0
2789,5000,6,712,292,426,0,0
2790,5000,6,717,294,427,0,0
2791,5000,6,710,295,425,0,0
2792,5000,6,711,292,428,0,0
2793,5000,6,714,296,431,0,0
2794,5000,6,714,299,432,0,0
2795,5000,6,703,296,433,0,0
2796,5000,6,712,299,437,0,0
2797,5000,6,706,299,439,0,0
2798,5000,6,710,299,440,0,0
2799,5000,6,702,300,440,0,0
2800,5000,5,711,302,438,0,0
2801,5000,5,707,306,443,0,0
2802,5000,4,689,308,445,0,0
2803,5000,4,678,305,440,0,0
2804,5000,4,679,306,441,0,0
2805,5000,4,677,309,438,0,0
2806,5000,4,674,310,428,0,0
2807,5000,4,678,310,430,0,0
2808,5000,4,695,309,431,0,0
2809,5000,4,690,309,433,0,0
2810,5000,4,685,306,433,0,0
2811,5000,3,685,306,438,0,0
2812,5000,3,681,304,442,0,0
2813,5000,3,679,305,437,0,0
2814,5000,3,670,307,433,0,0
2815,5000,3,667,307,435,0,0
2816,5000,3,668,303,437,0,0
2817,5000,3,660,299,438,0,0
2818,5000,3,662,295,442,0,0
2819,5000,3,668,295,443,0,0
2820,5000,3,667,292,437,0,0
2821,5000,3,668,294,437,0,0
2822,5000,3,668,297,439,0,0
2823,5000,3,678,297,441,0,0
2824,5000,3,663,301,440,0,0
2825,5000,3,670,295,437,0,0
2826,5000,3,664,292,437,0,0
2827,5000,3,655,285,430,0,0
2828,5000,3,660,280,428,0,0
2829,5000,3,662,280,429,0,0
2830,5000,4,666,281,430,0,0
2831,5000,4,671,282,437,0,0
2832,5000,4,675,282,436,0,0
2833,5000,4,681,279,439,0,0
2834,5000,4,674,274,438,0,0
2835,5000,4,670,276,438,0,0
2836,5000,4,667,277,445,0,0
2837,5000,4,680,272,447,0,0
2838,5000,4,670,270,441,0,0
2839,5000,4,686,269,440,0,0
2840,5000,4,674,266,435,0,0
2841,5000,4,680,265,435,0,0
2842,5000,4,691,269,436,0,0
2843,5000,4,681,272,439,0,0
2844,5000,4,684,273,444,0,0
2845,5000,4,681,275,442,0,0
2846,5000,5,690,275,432,0,0
2847,5000,5,675,271,433,0,0
2848,5000,5,670,274,438,0,0
2849,5000,5,671,280,440,0,0
2850,5000,5,678,281,441,0,0
2851,5000,5,675,280,437,0,0
2852,5000,5,665,282,435,0,0
2853,5000,5,673,280,433,0,0
2854,5000,5,689,279,433,0,0
2855,5000,5,677,274,434,0,0
2856,5000,5,673,273,440,0,0
2857,5000,5,679,276,438,0,0
2858,5000,5,681,278,442,0,0
2859,5000,5,682,279,444,0,0
2860,5000,5,685,277,450,0,0
2861,5000,5,689,274,453,0,0
2862,5000,5,683,278,444,0,0
2863,5000,5,686,276,443,0,0
2864,5000,5,686,275,451,0,0
2865,5000,5,691,273,445,0,0
2866,5000,5,701,277,450,0,0
2867,5000,5,706,275,448,0,0
2868,5000,5,711,275,448,0,0
2869,5000,6,700,276,447,0,0
2870,5000,6,699,281,446,0,0
2871,5000,6,709,283,443,0,0
2872,5000,6,716,281,448,0,0
2873,5000,6,724,280,445,0,0
2874,5000,6,715,283,445,0,0
2875,5000,7,709,286,451,0,0
2876,5000,7,716,281,449,0,0
2877,5000,7,717,278,451,0,0
2878,5000,7,716,277,455,0,0
2879,5000,7,702,280,449,0,0
2880,5000,7,704,278,442,0,0
2881,5000,7,702,276,446,0,0
2882,5000,7,686,278,444,0,0
2883,5000,7,687,282,447,0,0
2884,5000,7,701,276,445,0,0
2885,5000,7,699,277,441,0,0
2886,5000,7,710,277,441,0,0
2887,5000,7,713,279,440,0,0
2888,5000,7,710,281,441,0,0
2889,5000,7,698,278,438,0,0
2890,5000,7,688,278,434,0,0
2891,5000,7,694,273,436,0,0
2892,5000,7,689,270,435,0,0
2893,5000,7,677,268,439,0,0
2894,5000,7,685,270,440,0,0
2895,5000,7,692,269,443,0,0
2896,5000,7,688,267,442,0,0
2897,5000,7,694,264,439,0,0
2898,5000,7,691,267,440,0,0
2899,5000,7,677,270,446,0,0
2900,5000,7,686,270,443,0,0
2901,5000,7,685,273,438,0,0
2902,5000,7,701,274,440,0,0
2903,5000,7,692,277,434,0,0
2904,5000,7,689,277,437,0,0
2905,5000,7,694,274,439,0,0
2906,5000,7,701,276,433,0,0
2907,5000,7,703,277,433,0,0
2908,5000,7,699,279,428,0,0
2909,5000,7,691,278,423,0,0
2910,5000,7,686,278,420,0,0
2911,5000,7,690,280,413,0,0
2912,5000,7,698,280,413,0,0
2913,5000,7,708,279,408,0,0
2914,5000,7,709,278,408,0,0
2915,5000,7,705,278,404,0,0
2916,5000,7,707,278,400,0,0
2917,5000,7,722,277,393,0,0
2918,5000,7,736,273,397,0,0
2919,5000,8,721,273,398,0,0
2920,5000,8,717,271,403,0,0
2921,5000,8,726,269,398,0,0
2922,5000,9,713,262,400,0,0
2923,5000,9,701,262,395,0,0
2924,5000,10,704,260,397,0,0
2925,5000,10,701,257,401,0,0
2926,5000,11,697,265,404,0,0
2927,5000,11,711,264,406,0,0
2928,5000,11,707,266,401,0,0
2929,5000,11,701,270,402,0,0
2930,5000,11,718,268,405,0,0
2931,5000,11,709,269,400,0,0
2932,5000,11,718,271,400,0,0
2933,5000,11,716,268,397,0,0
2934,5000,10,708,267,395,0,0
2935,5000,10,697,265,396,0,0
2936,5000,10,698,267,388,0,0
2937,5000,11,699,273,389,0,0
2938,5000,11,699,273,391,0,0
2939,5000,10,694,272,388,0,0
2940,5000,10,703,278,391,0,0
2941,5000,10,709,280,394,0,0
2942,5000,10,714,287,392,0,0
2943,5000,10,709,290,390,0,0
2944,5000,10,728,288,392,0,0
2945,5000,10,716,292,392,0,0
2946,5000,10,700,296,394,0,0
2947,5000,10,691,292,399,0,0
2948,5000,9,693,294,394,0,0
2949,5000,9,704,297,390,0,0
2950,5000,9,700,296,393,0,0
2951,5000,9,699,295,395,0,0
2952,5000,9,706,295,399,0,0
2953,5000,9,713,297,400,0,0
2954,5000,9,702,294,397,0,0
2955,5000,8,693,293,392,0,0
2956,5000,8,697,299,385,0,0
2957,5000,8,696,298,388,0,0
2958,5000,8,690,291,389,0,0
2959,5000,8,689,286,381,0,0
2960,5000,8,683,278,385,0,0
2961,5000,8,702,275,386,0,0
2962,5000,8,687,273,388,0,0
2963,5000,8,681,277,381,0,0
2964,5000,8,704,277,390,0,0
2965,5000,8,697,279,388,0,0
2966,5000,8,694,280,391,0,0
2967,5000,7,702,287,398,0,0
2968,5000,7,692,285,400,0,0
2969,5000,7,690,282,399,0,0
2970,5000,7,694,281,398,0,0
2971,5000,7,689,280,396,0,0
2972,5000,7,683,280,395,0,0
2973,5000,7,670,279,398,0,0
2974,5000,7,671,277,410,0,0
2975,5000,7,653,276,412,0,0
2976,5000,8,660,275,407,0,0
2977,5000,9,663,274,403,0,0
2978,5000,9,667,276,407,0,0
2979,5000,9,676,277,408,0,0
2980,5000,9,673,277,402,0,0
2981,5000,9,672,273,399,0,0
2982,5000,8,672,276,407,0,0
2983,5000,8,677,276,407,0,0
2984,5000,8,679,273,404,0,0
2985,5000,8,679,271,401,0,0
2986,5000,8,682,268,404,0,0
2987,5000,8,665,268,406,0,0
2988,5000,8,658,266,403,0,0
2989,5000,8,659,266,406,0,0
2990,5000,8,657,269,400,0,0
2991,5000,8,647,268,403,0,0
2992,5000,8,652,270,406,0,0
2993,5000,8,656,269,407,0,0
2994,5000,9,662,270,405,0,0
2995,5000,9,660,273,405,0,0
2996,5000,9,659,272,402,0,0
2997,5000,9,659,274,404,0,0
2998,5000,10,668,275,402,0,0
2999,5000,10,667,279,398,0,0
3000,5000,10,671,275,397,0,0
